edge_id,source_node_id,target_node_id,relationship_type,source_dataset,source_record_id,mapping_confidence,evidence_confidence,properties_json
E_RXN_000390,DRUG_000406,RXCUI_121243,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000406:121243,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000391,DRUG_000407,RXCUI_42955,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000407:42955,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000392,DRUG_000408,RXCUI_3827,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000408:3827,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000393,DRUG_000409,RXCUI_42319,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000409:42319,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000394,DRUG_000410,RXCUI_3355,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000410:3355,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000395,DRUG_000411,RXCUI_50121,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000411:50121,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000396,DRUG_000412,RXCUI_6446,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000412:6446,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000397,DRUG_000413,RXCUI_49276,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000413:49276,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000398,DRUG_000414,RXCUI_4461,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000414:4461,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000399,DRUG_000415,RXCUI_8340,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000415:8340,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000400,DRUG_000416,RXCUI_4135,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000416:4135,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000401,DRUG_000417,RXCUI_644,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000417:644,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000402,DRUG_000418,RXCUI_1545999,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000418:1545999,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000403,DRUG_000419,RXCUI_41208,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000419:41208,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000404,DRUG_000420,RXCUI_6185,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000420:6185,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000405,DRUG_000421,RXCUI_10493,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000421:10493,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000406,DRUG_000422,RXCUI_190376,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000422:190376,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000407,DRUG_000423,RXCUI_6069,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000423:6069,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000408,DRUG_000424,RXCUI_1000112,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000424:1000112,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000409,DRUG_000425,RXCUI_35255,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000425:35255,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000410,DRUG_000426,RXCUI_10237,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000426:10237,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000411,DRUG_000427,RXCUI_22033,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000427:22033,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000412,DRUG_000428,RXCUI_7233,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000428:7233,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000413,DRUG_000429,RXCUI_2393,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000429:2393,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000414,DRUG_000430,RXCUI_4127,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000430:4127,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000415,DRUG_000431,RXCUI_6805,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000431:6805,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000416,DRUG_000432,RXCUI_1841,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000432:1841,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000417,DRUG_000433,RXCUI_19484,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000433:19484,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000418,DRUG_000434,RXCUI_720,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000434:720,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000419,DRUG_000435,RXCUI_4601,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000435:4601,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000420,DRUG_000436,RXCUI_55672,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000436:55672,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000421,DRUG_000437,RXCUI_32894,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000437:32894,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000422,DRUG_000438,RXCUI_3154,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000438:3154,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000423,DRUG_000439,RXCUI_282388,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000439:282388,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000424,DRUG_000440,RXCUI_10759,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000440:10759,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000425,DRUG_000441,RXCUI_7779,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000441:7779,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000426,DRUG_000442,RXCUI_7396,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000442:7396,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000427,DRUG_000443,RXCUI_4496,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000443:4496,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000428,DRUG_000444,RXCUI_10379,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000444:10379,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000429,DRUG_000445,RXCUI_195085,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000445:195085,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000430,DRUG_000446,RXCUI_1291,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000446:1291,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000431,DRUG_000447,RXCUI_7393,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000447:7393,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000432,DRUG_000448,RXCUI_2353,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000448:2353,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000433,DRUG_000449,RXCUI_5033,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000449:5033,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000434,DRUG_000450,RXCUI_236083,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000450:236083,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000435,DRUG_000451,RXCUI_44151,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000451:44151,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000436,DRUG_000452,RXCUI_48937,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000452:48937,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000437,DRUG_000453,RXCUI_10169,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000453:10169,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000438,DRUG_000454,RXCUI_8640,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000454:8640,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000439,DRUG_000455,RXCUI_2594,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000455:2594,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000440,DRUG_000456,RXCUI_42328,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000456:42328,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000441,DRUG_000457,RXCUI_19884,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000457:19884,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000442,DRUG_000458,RXCUI_296,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000458:296,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000443,DRUG_000459,RXCUI_36567,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000459:36567,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000444,DRUG_000460,RXCUI_68446,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000460:68446,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000445,DRUG_000461,RXCUI_6672,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000461:6672,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000446,DRUG_000462,RXCUI_23744,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000462:23744,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000447,DRUG_000463,RXCUI_7597,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000463:7597,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000448,DRUG_000464,RXCUI_8785,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000464:8785,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000449,DRUG_000465,RXCUI_7004,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000465:7004,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000450,DRUG_000466,RXCUI_59763,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000466:59763,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000451,DRUG_000467,RXCUI_6313,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000467:6313,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000452,DRUG_000468,RXCUI_3714,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000468:3714,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000453,DRUG_000469,RXCUI_8001,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000469:8001,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000454,DRUG_000470,RXCUI_1311625,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000470:1311625,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000455,DRUG_000471,RXCUI_43611,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000471:43611,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000456,DRUG_000472,RXCUI_4103,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000472:4103,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000457,DRUG_000473,RXCUI_10737,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000473:10737,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000458,DRUG_000474,RXCUI_6673,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000474:6673,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000459,DRUG_000475,RXCUI_214824,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000475:214824,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000460,DRUG_000476,RXCUI_59078,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000476:59078,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
E_RXN_000461,DRUG_000477,RXCUI_11170,HAS_RXNORM_CONCEPT,RxNorm,RXN:DRUG_000477:11170,HIGH_EXACT,HIGH_AUTHORITATIVE,"{""mapping_method"": ""exact_identifier_based"", ""resolution_status"": ""HIGH_EXACT"", ""match_score"": 100.0, ""source_dataset"": ""RxNorm"", ""provenance"": ""rxnorm_drug_enrichment.csv""}"
