inference_id,drug_a_id,drug_b_id,drug_pair_id,evidence_status,confidence_score,confidence_level,ddi_evidence_present,ddi_forward_count,ddi_reverse_count,combination_event_present,combination_event_count,identity_status,inference_rule,clinical_interpretation
INF_0000072,DRUG_000806,DRUG_001764,PAIR_DRUG_000806__DRUG_001764,COMBINATION_EVENT_EVIDENCE_ONLY,0.73,MODERATE_EVIDENCE_CONFIDENCE,False,0,0,True,94,CONFIRMED_INTEGRATED_ENTITY + CONFIRMED_INTEGRATED_ENTITY,RULE_COMBINATION_EVENT_EVIDENCE_ONLY,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
INF_0000073,DRUG_000688,DRUG_000459,PAIR_DRUG_000459__DRUG_000688,COMBINATION_EVENT_EVIDENCE_ONLY,0.8,HIGH_EVIDENCE_CONFIDENCE,False,0,0,True,155,CONFIRMED_INTEGRATED_ENTITY + CONFIRMED_INTEGRATED_ENTITY,RULE_COMBINATION_EVENT_EVIDENCE_ONLY,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
INF_0000074,DRUG_001737,DRUG_000963,PAIR_DRUG_000963__DRUG_001737,COMBINATION_EVENT_EVIDENCE_ONLY,0.73,MODERATE_EVIDENCE_CONFIDENCE,False,0,0,True,81,CONFIRMED_INTEGRATED_ENTITY + CONFIRMED_INTEGRATED_ENTITY,RULE_COMBINATION_EVENT_EVIDENCE_ONLY,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
INF_0000075,DRUG_000366,DRUG_000616,PAIR_DRUG_000366__DRUG_000616,COMBINATION_EVENT_EVIDENCE_ONLY,0.73,MODERATE_EVIDENCE_CONFIDENCE,False,0,0,True,110,CONFIRMED_INTEGRATED_ENTITY + CONFIRMED_INTEGRATED_ENTITY,RULE_COMBINATION_EVENT_EVIDENCE_ONLY,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
INF_0000076,DRUG_000497,DRUG_001807,PAIR_DRUG_000497__DRUG_001807,COMBINATION_EVENT_EVIDENCE_ONLY,0.63,MODERATE_EVIDENCE_CONFIDENCE,False,0,0,True,21,CONFIRMED_INTEGRATED_ENTITY + CONFIRMED_INTEGRATED_ENTITY,RULE_COMBINATION_EVENT_EVIDENCE_ONLY,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
INF_0000077,DRUG_000366,DRUG_000733,PAIR_DRUG_000366__DRUG_000733,COMBINATION_EVENT_EVIDENCE_ONLY,0.63,MODERATE_EVIDENCE_CONFIDENCE,False,0,0,True,43,CONFIRMED_INTEGRATED_ENTITY + CONFIRMED_INTEGRATED_ENTITY,RULE_COMBINATION_EVENT_EVIDENCE_ONLY,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
INF_0000078,DRUG_000483,DRUG_001744,PAIR_DRUG_000483__DRUG_001744,COMBINATION_EVENT_EVIDENCE_ONLY,0.73,MODERATE_EVIDENCE_CONFIDENCE,False,0,0,True,79,CONFIRMED_INTEGRATED_ENTITY + CONFIRMED_INTEGRATED_ENTITY,RULE_COMBINATION_EVENT_EVIDENCE_ONLY,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
INF_0000079,DRUG_000621,DRUG_001784,PAIR_DRUG_000621__DRUG_001784,COMBINATION_EVENT_EVIDENCE_ONLY,0.63,MODERATE_EVIDENCE_CONFIDENCE,False,0,0,True,21,CONFIRMED_INTEGRATED_ENTITY + CONFIRMED_INTEGRATED_ENTITY,RULE_COMBINATION_EVENT_EVIDENCE_ONLY,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
INF_0000080,DRUG_000236,DRUG_001807,PAIR_DRUG_000236__DRUG_001807,COMBINATION_EVENT_EVIDENCE_ONLY,0.63,MODERATE_EVIDENCE_CONFIDENCE,False,0,0,True,30,CONFIRMED_INTEGRATED_ENTITY + CONFIRMED_INTEGRATED_ENTITY,RULE_COMBINATION_EVENT_EVIDENCE_ONLY,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
INF_0000081,DRUG_000217,DRUG_001835,PAIR_DRUG_000217__DRUG_001835,COMBINATION_EVENT_EVIDENCE_ONLY,0.63,MODERATE_EVIDENCE_CONFIDENCE,False,0,0,True,44,CONFIRMED_INTEGRATED_ENTITY + CONFIRMED_INTEGRATED_ENTITY,RULE_COMBINATION_EVENT_EVIDENCE_ONLY,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
INF_0000082,DRUG_000532,DRUG_001826,PAIR_DRUG_000532__DRUG_001826,COMBINATION_EVENT_EVIDENCE_ONLY,0.73,MODERATE_EVIDENCE_CONFIDENCE,False,0,0,True,140,CONFIRMED_INTEGRATED_ENTITY + CONFIRMED_INTEGRATED_ENTITY,RULE_COMBINATION_EVENT_EVIDENCE_ONLY,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
INF_0000083,DRUG_000261,DRUG_000046,PAIR_DRUG_000046__DRUG_000261,COMBINATION_EVENT_EVIDENCE_ONLY,0.65,AMBIGUOUS_EVIDENCE,False,0,0,True,142,AMBIGUOUS_MAPPING_COMPONENT + CONFIRMED_INTEGRATED_ENTITY,RULE_COMBINATION_EVENT_EVIDENCE_ONLY,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
INF_0000084,DRUG_000300,DRUG_000392,PAIR_DRUG_000300__DRUG_000392,COMBINATION_EVENT_EVIDENCE_ONLY,0.8,HIGH_EVIDENCE_CONFIDENCE,False,0,0,True,72,CONFIRMED_INTEGRATED_ENTITY + CONFIRMED_INTEGRATED_ENTITY,RULE_COMBINATION_EVENT_EVIDENCE_ONLY,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
INF_0000085,DRUG_000868,DRUG_001769,PAIR_DRUG_000868__DRUG_001769,COMBINATION_EVENT_EVIDENCE_ONLY,0.53,MODERATE_EVIDENCE_CONFIDENCE,False,0,0,True,8,CONFIRMED_INTEGRATED_ENTITY + CONFIRMED_INTEGRATED_ENTITY,RULE_COMBINATION_EVENT_EVIDENCE_ONLY,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
INF_0000086,DRUG_000293,DRUG_000859,PAIR_DRUG_000293__DRUG_000859,COMBINATION_EVENT_EVIDENCE_ONLY,0.8,HIGH_EVIDENCE_CONFIDENCE,False,0,0,True,62,CONFIRMED_INTEGRATED_ENTITY + CONFIRMED_INTEGRATED_ENTITY,RULE_COMBINATION_EVENT_EVIDENCE_ONLY,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
INF_0000087,DRUG_000775,DRUG_001795,PAIR_DRUG_000775__DRUG_001795,COMBINATION_EVENT_EVIDENCE_ONLY,0.73,MODERATE_EVIDENCE_CONFIDENCE,False,0,0,True,156,CONFIRMED_INTEGRATED_ENTITY + CONFIRMED_INTEGRATED_ENTITY,RULE_COMBINATION_EVENT_EVIDENCE_ONLY,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
INF_0000088,DRUG_000300,DRUG_000962,PAIR_DRUG_000300__DRUG_000962,CONVERGENT_SAFETY_EVIDENCE,1.0,HIGH_EVIDENCE_CONFIDENCE,True,1,0,True,20,CONFIRMED_INTEGRATED_ENTITY + CONFIRMED_INTEGRATED_ENTITY,RULE_CONVERGENT_SAFETY_EVIDENCE,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
INF_0000089,DRUG_000305,DRUG_001807,PAIR_DRUG_000305__DRUG_001807,COMBINATION_EVENT_EVIDENCE_ONLY,0.73,MODERATE_EVIDENCE_CONFIDENCE,False,0,0,True,67,CONFIRMED_INTEGRATED_ENTITY + CONFIRMED_INTEGRATED_ENTITY,RULE_COMBINATION_EVENT_EVIDENCE_ONLY,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
INF_0000090,DRUG_001003,DRUG_000715,PAIR_DRUG_000715__DRUG_001003,COMBINATION_EVENT_EVIDENCE_ONLY,0.7,MODERATE_EVIDENCE_CONFIDENCE,False,0,0,True,40,CONFIRMED_INTEGRATED_ENTITY + CONFIRMED_INTEGRATED_ENTITY,RULE_COMBINATION_EVENT_EVIDENCE_ONLY,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
INF_0000091,DRUG_000469,DRUG_000031,PAIR_DRUG_000031__DRUG_000469,COMBINATION_EVENT_EVIDENCE_ONLY,0.8,HIGH_EVIDENCE_CONFIDENCE,False,0,0,True,54,CONFIRMED_INTEGRATED_ENTITY + CONFIRMED_INTEGRATED_ENTITY,RULE_COMBINATION_EVENT_EVIDENCE_ONLY,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
INF_0000092,DRUG_000469,DRUG_000660,PAIR_DRUG_000469__DRUG_000660,COMBINATION_EVENT_EVIDENCE_ONLY,0.7,MODERATE_EVIDENCE_CONFIDENCE,False,0,0,True,26,CONFIRMED_INTEGRATED_ENTITY + CONFIRMED_INTEGRATED_ENTITY,RULE_COMBINATION_EVENT_EVIDENCE_ONLY,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
INF_0000093,DRUG_000675,DRUG_001491,PAIR_DRUG_000675__DRUG_001491,CONVERGENT_SAFETY_EVIDENCE,1.0,HIGH_EVIDENCE_CONFIDENCE,True,1,0,True,16,CONFIRMED_INTEGRATED_ENTITY + CONFIRMED_INTEGRATED_ENTITY,RULE_CONVERGENT_SAFETY_EVIDENCE,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
INF_0000094,DRUG_000975,DRUG_000176,PAIR_DRUG_000176__DRUG_000975,COMBINATION_EVENT_EVIDENCE_ONLY,0.7,MODERATE_EVIDENCE_CONFIDENCE,False,0,0,True,49,CONFIRMED_INTEGRATED_ENTITY + CONFIRMED_INTEGRATED_ENTITY,RULE_COMBINATION_EVENT_EVIDENCE_ONLY,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
INF_0000095,DRUG_000775,DRUG_001794,PAIR_DRUG_000775__DRUG_001794,COMBINATION_EVENT_EVIDENCE_ONLY,0.73,MODERATE_EVIDENCE_CONFIDENCE,False,0,0,True,272,CONFIRMED_INTEGRATED_ENTITY + CONFIRMED_INTEGRATED_ENTITY,RULE_COMBINATION_EVENT_EVIDENCE_ONLY,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
INF_0000096,DRUG_000224,DRUG_000313,PAIR_DRUG_000224__DRUG_000313,COMBINATION_EVENT_EVIDENCE_ONLY,0.8,HIGH_EVIDENCE_CONFIDENCE,False,0,0,True,96,CONFIRMED_INTEGRATED_ENTITY + CONFIRMED_INTEGRATED_ENTITY,RULE_COMBINATION_EVENT_EVIDENCE_ONLY,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
INF_0000097,DRUG_000070,DRUG_001809,PAIR_DRUG_000070__DRUG_001809,COMBINATION_EVENT_EVIDENCE_ONLY,0.8,HIGH_EVIDENCE_CONFIDENCE,False,0,0,True,143,CONFIRMED_INTEGRATED_ENTITY + CONFIRMED_INTEGRATED_ENTITY,RULE_COMBINATION_EVENT_EVIDENCE_ONLY,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
INF_0000098,DRUG_000497,DRUG_001808,PAIR_DRUG_000497__DRUG_001808,COMBINATION_EVENT_EVIDENCE_ONLY,0.63,MODERATE_EVIDENCE_CONFIDENCE,False,0,0,True,24,CONFIRMED_INTEGRATED_ENTITY + CONFIRMED_INTEGRATED_ENTITY,RULE_COMBINATION_EVENT_EVIDENCE_ONLY,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
INF_0000099,DRUG_000297,DRUG_000511,PAIR_DRUG_000297__DRUG_000511,COMBINATION_EVENT_EVIDENCE_ONLY,0.8,HIGH_EVIDENCE_CONFIDENCE,False,0,0,True,90,CONFIRMED_INTEGRATED_ENTITY + CONFIRMED_INTEGRATED_ENTITY,RULE_COMBINATION_EVENT_EVIDENCE_ONLY,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
INF_0000100,DRUG_000693,DRUG_000388,PAIR_DRUG_000388__DRUG_000693,CONVERGENT_SAFETY_EVIDENCE,0.93,HIGH_EVIDENCE_CONFIDENCE,True,0,1,True,57,CONFIRMED_INTEGRATED_ENTITY + CONFIRMED_INTEGRATED_ENTITY,RULE_CONVERGENT_SAFETY_EVIDENCE,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
INF_0000101,DRUG_000395,DRUG_001807,PAIR_DRUG_000395__DRUG_001807,COMBINATION_EVENT_EVIDENCE_ONLY,0.73,MODERATE_EVIDENCE_CONFIDENCE,False,0,0,True,166,CONFIRMED_INTEGRATED_ENTITY + CONFIRMED_INTEGRATED_ENTITY,RULE_COMBINATION_EVENT_EVIDENCE_ONLY,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
INF_0000102,DRUG_000037,DRUG_000775,PAIR_DRUG_000037__DRUG_000775,COMBINATION_EVENT_EVIDENCE_ONLY,0.65,AMBIGUOUS_EVIDENCE,False,0,0,True,80,AMBIGUOUS_MAPPING_COMPONENT + CONFIRMED_INTEGRATED_ENTITY,RULE_COMBINATION_EVENT_EVIDENCE_ONLY,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
INF_0000103,DRUG_000297,DRUG_001144,PAIR_DRUG_000297__DRUG_001144,CONVERGENT_SAFETY_EVIDENCE,1.0,HIGH_EVIDENCE_CONFIDENCE,True,0,1,True,15,CONFIRMED_INTEGRATED_ENTITY + CONFIRMED_INTEGRATED_ENTITY,RULE_CONVERGENT_SAFETY_EVIDENCE,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
INF_0000104,DRUG_000341,DRUG_000993,PAIR_DRUG_000341__DRUG_000993,CONVERGENT_SAFETY_EVIDENCE,1.0,HIGH_EVIDENCE_CONFIDENCE,True,1,0,True,29,CONFIRMED_INTEGRATED_ENTITY + CONFIRMED_INTEGRATED_ENTITY,RULE_CONVERGENT_SAFETY_EVIDENCE,This evaluation reflects structured graph evidence strength. It is not a clinical risk probability or medical diagnosis.
